transaction_hash,num_unique_input_addresses,total_input,transaction_fee
b8c60624f649a79af782393cb333dd2a58976ffddbbbad2076d8024a7a7b7667,2,2476909387,50000
4ad3eb329c485adef971275330d445a5e2a5071c02b25ff5a245083e5d9e91ac,1,1697413645,50000
6b00480525317b9da99787d4fe56565593a2c9ec2f84b95561817078f700bbca,1,653000000,50000
a6ae867361dcead1fcbe08dbcaca82d1db4d393ef96d41ec552fcdb092331170,1,36781998988,50000
0dbc103c1ab603a0b0165fd8dae89f0a97978a999603499517270ae8a39c99b1,1,1380505868,50000
4b3d182a4780e162dbf684537fa43728de57ad816837936ad70bc407ee2781d0,2,70563941,0
69894af846ef5738f32f387ccde0e91ced00f06fdb7bad5e64c3d05c51eb3ca2,1,1300000000,0
ed04e087d0495676334ef5017e8b23cb3fadb4f7fa6cc55ce928a588253eacc5,8,301005960,0
233929140eb7fb9382211f3e8936dd11ae7a7244ba6082c79e6144ade9854e95,1,8872587,1000000
e3d0d8076498a15f1937b8ebedf647fbf7c178b6f35e51c3c2455a18644e9593,1,2357000,150000
08f29cf40966982e068ef821e03c0bb3c1c9e5a358e93d1aca3a6f9877fa5bc6,1,3914000,150000
a3b1d22a0a0e02722d51f92d45370623244985ad9d898eee0dbf3757c5607bf3,1,3914000,150000
5a331aaaf5133e150c0198116346f6d60dcdb7eefc79d3ed3d9f094f1ba8fd47,1,5312829,150000
4deeee0a70a4d30522429e150b9564a567667ff1c5764bde16417455122766db,1,33584752,150000
245698c25611d36eb1c6b6b4f1945700d04e08ea273879de88610938026f830c,1,3690509879,820000
ea271be6060a8e5c66fd89e15d9c710fdeafb19a3b5dc528b8cb2038c16d0995,1,150000000,100000
a80bae021600ee571767ec93c51017aed01707918ce989bc3aab8a39d49d20cb,2,2342000,150000
a93d48c346448269893764ceee3ec58551f7a1c604357c6f14d9d4d839581f94,2,3914000,150000
bfe28a4a3fee60ba2d1a6d836602aad42a7e251237c8ffa2fc783b7ee7b44a42,1,20000000,100000
87676be0e5b5cf2c69b46c6abf5fa636e9662dca4c895233042bab50d010421c,1,40000000,100000
7473b1beb19f521f0d92e2002f3c17eea28a5a581acf2abe71fc4e0e3d38974c,1,5700000,100000
baae04df80ed591e1e3370d6354dc828167c4a124da39d9cd4930aa26774c2e2,1,5000000,100000
c6e9644e519dc2ac5ebcdfdb1cb7a127bf5cd6417a76a19be4075bb70a392f74,1,1000000,100000
19e34b72105f6e96f818ec469c58265c851f815a59921e6b149d945823ee1ab0,1,2000000,100000
b82651db81c33b8691781757b464f7b52d2a6a60a3c37b6b1acd333161a6ab10,1,2000000,100000
171f02788e1759729f8587a733cc3bb9c456f90772d3fc8065475589d6d6206b,1,2000000,100000
e77fd40ac4a5b02c85432da7ba8defd0f0bf6cd636f3778b3308576a010cdf66,1,2000000,100000
11029895b4cc1f5d4023b893955f5712f9d5c6bf44c43b42fa0087a5ad6edb60,1,2000000,100000
4e0b9487852dd60806779cea367124083a27583d424e9e34f5d6a12e8c8e90bb,1,1000000,100000
26d0026fbc590e9e14de77d5e8799aad07092d7b890d4dce62f23c1022658628,1,2000000,100000
31ff593382cf47719ab9483c62609d87eb755d359aaa7ad153f2dc4e84e9e939,1,1300000,100000
8e3b9dc2b957f84f1ba293a98ad3bf5355ab679eafe01a0da8cda2a39f554872,1,1300000,100000
2c3507ee614b4f40bc173cdb7c09ce537358c1b4e395b42e8bbc7f751f19018a,1,1116900,100000
68325819f7488ab471199035fff87589166fd18d2759b3b982dcd4d3f629e8d6,1,1000000,100000
2a14efa35d017ec767735ebc88cf7505e23b364cf8fd76129ee8843d1c72c708,1,1000000,100000
ef7b62474ecbe3e04e3700c3949d3e1f38ac117f8e4adbda6087134f13e86ee3,1,2000000,100000
d444391d1d96b6a56a9c7ff758fd08dfda1a5cad518f3497c3295a583b701899,1,7015292000,100000
7eddd9c796cc1529490ed5b3c4ff996d14cb273de4e1492e7e7ed1711ac6338a,1,267600000,100000
500de65650c7f802872e94e85caad9ccc08435a85b5265c4d16eb87cc969d29a,1,25000000,100000
4016b6c35a79be5ba50542b576f12926820e770c4dce2e3fa6608232d81cddb3,1,5000000,100000
9ddd8f3b90b115513dc61168c446472ac58b273ee1b8168e545f55b70286d997,1,2550000,100000
858ea6df0764c54611894a2bddb37623c6fd05f0298dba1661f60961ead022e2,1,4000000,100000
5c5fe4db0c79b135431c584427a141043a4a34213201664f3024e94446829795,1,3000000,100000
1bdad9870e4eb51a825ddfdd864cd0d6f1af47ba4ddddeb6f1215932d1794ba1,1,2000000,100000
408b12270de2e2d0b077d9b66cda0d4a5dfccbcbed22c6bf3fd54c4353bd3661,1,2000000,100000
e2257104d98880a59d41e70e0235d8acab98b4c7d528b15129dd167b10f90b5d,1,1000000,100000
7e05dce9a694150bed9ea01dd7f2d09efbbd0cd9fd1c35026dc74660366d4603,1,2000000,100000
fd1adc72f217d046db0b3c08788f8cea9815df498adff386b8deba210119717e,1,2000000,100000
bcc532194e590f09a077fb8c9a61f03d25b8d48ec3bb1ad4c9aa781462a30c49,1,2000000,100000
bb4aa9a87a0dbe724f6ed7da3bbde37bc2e9fc0140b6a3a2e88530a2efc776ca,1,2000000,100000
ac9073bdc060225934cd47405c6a03d0b60512f60293d598bece947a0a44fd58,1,2000000,100000
abe95ec15bb8e26cc504b3fd29018e067d1c6da6f0181b34b4d837e106f9a7db,1,2000000,100000
4c69742da9edae303c6a3e6193ddba8b5c02331700c16583f5b56afc95f87ed8,1,2000000,100000
263c452cb0f964b3a707b530e04febc2b846e5b823a0b6ef018a62710e92a6bb,1,2000000,100000
04c741b113af96313a577f0099cc5044b8f1b3f3e7d688f01802597236c62e76,1,2000000,100000
13981ffd65346f1afc69e61773b17b8666124a68952cb80b4e20c429f12ec237,1,2000000,100000
e82e89365c4fdd86a422abd8e3e6f080177eec766506dc5ae01718ba2385f0bb,1,2000000,100000
9138df7a4b93b7e2eaf792ea56652909b1f39b6077e9f4e4298d84c82324d4ce,1,2000000,100000
250a107a0e2beff47beae43ed1317ef9a478f21a731d02180e34f0e4e93bc42d,1,2000000,100000
44507765be1433cb62714cda60bfa4b411dcbb4b5e758b04a07736a5824e476c,1,2000000,100000
ed4998e7dc9c37e3458bc80a5f7f2de1c225fd2273b70a4e0dc4f33a227b732d,1,1500000,100000
1b30bd6aaca224a49c22c6c7ce705e7a40463c33784c8546bbf933e8e8f8531a,1,1000000,100000
bd77bc66481eb7235396577019d0dd22fc5370485226994e0580472c2d8d3dc9,1,1000000,100000
22fe31ceed0ffa6f36414aa2bcc78b763703bb196af76a581c41116a672f84b1,1,1000000,100000
6eacf807df21059846dad43fd06fdc4efadc255b77d10fd36ebf20478ea8ff5c,1,1000000,100000
ab14c3dea7a0e83f1b689012f10b044afce3b8e27ce414eabc436d02b88ad839,1,5000000,100000
7526a1aeb001a8c05b69fe60393a7cb657130d07aaade175cd03f399ebe44f8e,1,5000000,100000
11b8013b7f60d2252f4fe317b132ffcb63003d44f4810ad2966f601226be2acf,1,1000000,100000
6e84e08e9a0e297dc481809c9008cbcf149069ef5c787198027edb49a2831bc1,1,2000000,100000
c743bef210306d52adbabacf25c4c1afdba9a5d10396ba5383a6524390d24dec,1,2000000,100000
a62b7f3840a483c5d6f5afd8e8e38ff666f9be7c5edd59eaa33d6d59369d1291,1,2000000,100000
7d3991263e905744fad3ae39b69ac91f3dcb5f9efc1847f7866e9cc289bd2d4f,1,1000000,100000
9319c8dbba55468b4e8737bd048b7cc9291852f788813d068a66ae0095c582ad,1,2000000,100000
64954c1ccb50decd6b8f28222229a2dd904743bf5c6a91c50f98e7bfd3415ea0,1,1300000,100000
b2ec24c260f8d93671d5b656c03d5d64127cedab1977f3a12fe7277e06ab0e68,1,1000000,100000
499ca4d7ae210f4f20f75c8980f9dae1cceeb04322abb9bad5adc2276cd4e1b1,1,1000000,100000
42d5910f933d805b59bde4aa1065fcfb24f933a42535a2ef6ac7a9cf4ea80b65,1,2000000,100000
e57e4a722b9d2e6a46f82326629fa1f9c8489c907d2b4c28941ec98a92ef6caa,1,70657481,500000
b52591130aa21cce32100020393fcdb38a561c4504c7b75c9451ec1cb6c1903b,1,1000000,50000
2103a3b8cfcbd21cce0d5eb6a5836b9374fae1dc30de8e5be46f4aa49b563eb5,1,15000000,50000
29f317c4ec9dc0db18aeda5bff43c8bd4f15932046a9f1853d58018c4cf29f5d,1,132480001,50000
ca5f20a49eee97cdec08699c0ba94f8f45101a5a79f20a3a9d33859c91a265f6,1,40275834,50000
d67f21a464f9ddfd2bf7712fc4837370dabd85b7e1d7a34eac09ec64962ee047,1,6000000,50000
b7647aa232d67269d92fbfb582822bfa4efc0682cbaa41dd21ca961a1d297075,2,183822044,100000
1baa7386ac1162aa93b93cf7758a2a6494607b7efde0e968ce5120f23837d315,2,94394620,100000
bb8289b56deae10ce2575025ce761a238dd446319ce38bc749a0d3f82b2150a4,2,82431976,100000
1cbb6c139caf321a6f88a1f53a6befca5f3ce2580db35497943327ddd9bb9949,2,353411128,100000
3b399787db387fc545c652ed2ccceda465cd5a13856a44f59588f0c99b5c4808,2,97417428,100000
35c114ccf4e0b327132f89e170c4f91bb846bbdafb8ed53fe239ddbe9a00b777,2,100122835,100000
1101a393c090270499ac83f4e5bd249cad6c3676bd24cddd8d5d770a5fb5138d,2,58256392,100000
e114b73aa7b9e99bbe374fbeb34aace5c01e7e3c1165adfdbf65568675d32072,2,108305817,100000
723d177ba66dc39a52d3a20215395e5a8acfa9da817067290233dd478e306a47,2,132897724,100000
4a9f1cedb88f1f429c01e648d16026dae240900d5a7f65fba2637360a5e95e75,2,990155655,100000
d448019c345296701c3588c44eb04637c7522d5083a1918676f0404b42777116,2,144585916,100000
1b15005c0e5d3e882abd7ef8be50007d912525ddbfc5652e2fe7e76dbe2390d4,2,395981897,100000
e9800d3659e9761b959e4a8e3c5b4256f8caadcad3845b15bbe4c9094967268b,2,257221974,100000
dcaf22e6b6a40a82a9dab2dfa538ad8b6834ffd48c6b1e6d8bbbea3dbb6435ed,2,66350122,100000
c5cd90bbab757e730b9f46d59752098faa020baf3b263f9622654b2f8e5600bf,2,408941771,100000
9d76ea8b490c55f08c74eaa037410e496b47a3111876d56f4d59edc582ef13fd,2,112091653,100000
5e72e135f4b30b2dcab98ce71a342c95cc43278ea64bd204e50a7d09b8c9cc4e,2,76392289,100000
33176a3c8ca8905cb529a6f2eeaca9f603284640abb3f452579f26562b73ad25,2,306338417,100000
08af7233444103c7b040130ea2a1ab8963be15c733938d560f2541f32709f3d6,2,285515794,100000
cc6ad2388f5353d0d16fd8e1e8cde607a637cd986b3b84d487e3f001c1c9b617,2,76986004,100000
6f3db54649c0379634b382cd0b0759136db98ec796f759318e56f7d8c04c8ea3,2,51793861,100000
6c38c9bf48e4c3878465799cf0a79c0f7a548ed20e3bff58c52dc72db3a16e5f,2,984421270,100000
4f516f1ccf62c453b1e26f035659cee6a87f672d4c7a89581448c1e2f070ee08,2,150066717,100000
6cf48ade438ce2d9b463e607ddf00ea37c25929cc420b1bd7158fca1d3c0a5c6,2,1042910132,100000
f95b3c2907d9ad27fee5359a35d183021f9f720c1bfa4d68744f45ee5f8b5f03,2,73455109,100000
851bc26597318c01341c53a4a8138363cafb48675c5437904ba834d82a582dd7,2,118554934,100000
5b679a8350a55b4ead5a854b8037b1832c909a4e585199892c18156008d64b05,2,66091305,100000
c885b49e60a56c905fc9c852273f61529fa5aad0014ba9400532105258744608,2,57360140,100000
d28b6303cca045a68614d8f8e82126713ed059d512c9a9664fd03482cc0802c6,2,2226335,100000
a16655d99f6a7ce9f9e8101c30f23e5660f266182b5dfb72ab611e98d25d4e77,2,733210691,100000
a58cedaabefed0c404c4f5c9311f8f747b711084318b38b4122ecb0e4121cdcb,2,526611821,100000
ee58188b6c7412f2cb8dddc4298c8d7f2d35d5eb9a52f366407d68e65db08376,2,54126934,100000
3023315f9c99fac8bf79ec25fd8c0f2d15bb7a2fbc8a04500b8b7ece05bea9af,1,8015392,51000
bf666d70995db2bab60ae125bc12361049e6db377332d98fe9c92c8b503d0654,2,84604147,100000
a5041677564c016f11de23c35276bac6fb5d0e82cf21cefe183ffe00ae3f96e0,1,4007696,51000
52f685f38e7220655aec3ca15b7fb0bf5911c3f0561a2675d1bbd17a255480c9,2,376788847,100000
797ea1228821dee6d7d78bcb62b598ff5ee437e1a2dc2781868cf76bc5883de9,1,10271703,51000
140f343ca9298222b0ae2285dd7d33c78bb80d6c66e96e46b57f6d305632fe6f,2,56754709,100000
c4162f6411d5982a6109885541e4595b4e9136a171bc42528a00fee27170be0c,1,6011544,51000
b3c5c2928440ec3723a63fc00fb19c46a2b365bbe2e669158576a089af315632,2,171658147,100000
3e09de6ae6f11d976d98563318499ece221e7301c8e48282c4d6101aeb853c9d,1,3567703,51000
14d5f47752e28920759dce6956e526ddf828295c06fb85e349ab3f8d7e80af43,2,72382039,100000
5e14091c9f893f4276f2910758e2b3db221b1f62720b00da9dc95c48dc22322b,1,11822703,51000
59b73923ce5c0beb98ca64bff4febeda50ccae73a031436b065127c6433ad9fb,1,3005772,51000
23083bf77185e5ea7fc2f06be08bcf0ff95588fd7131529c5fd06b2b6820fd87,2,414680804,100000
822efbc92a984e68b28d1a1766d4a4042765393406f75a6641ab2928c4fb78af,1,71586423,50000
9226f3ebe6c2c169d35fcd10236decc124ee8dd558830e15b660948b63c3c419,1,1979626621,50000
d9ab7656685238653a1681e2c86d22ea9819c756c4da0a17fa5d3b5f1d75f32f,1,303961957,50000
66c37a87f51d58099a24639b297062ca963a76b03175f37351a62ff5f3e6dcff,1,676774475,50000
d6723874fa27681f6c693186a53079fd06039c98e7a65cefeafc0e972f4fe361,1,1808700000,50000
ad12889203c0b1324b475394145dbe930e9dd633b465cf1ef7145c54ea56fb76,1,210000000,50000
e6c6335c8ed6625132bce39451391a483d28ef60ede6b67e3fed6e67c40b69c7,1,32131568,50000
ca9bb8b1bbc208354411582a177af1c7104fb690895c6af4b840d2240757500c,2,89044667,100000
0a50fdc6060f341c66d90092e72897004d52d7ce2152f5d861cb2de1ffc04980,1,3227566,50000
7d35881ce0309486887dd708c5aab39dc1f9f4c4f67b84dd719e26f9cd5eab5c,1,5185000,50000
55d87c992e41a3c76f6eaf9909e0ed316435467d4132f716de25189d2da6011f,1,9913480,50000
318c31a49c117199a4289e63f6e7ed2d6a496922771e92dc0deceb8507079fab,1,5000000,100000
55c6222ab6f9037c8294fadd374ca32fa7dffd8f56a1dec00902703dca945d0d,1,10463000,50000
017db4540523783ca19e5da204d953e348faa609d206f1d44515391b4c88338b,1,8861568,50000
2dfda2391be237435bd34679fa6f5eab047b4b01f919baa9341b94611f47528e,1,5000000,100000
8abcf9699845516d691d31936830d82f5773b081367deb47ea3c226bc0f7e661,1,8704535,50000
c30c06c25600f43f31b94e7005cbc174d1f6dfec45af1c7907077b72225e4f54,1,2027287,100000
e1362767c1ad36b654c300d82cac44f8a0b7b06afdaa87c08a384d5899ba29fe,1,1879576621,50000
7b4d6b7476f21e7ec07ae4dfe02563c0c2ed3f5a159bc8b534405fbef3157a95,1,1989496430,50000
3cd626cb73e653e6afab0ce130229fbe4cfba4e7aac3b0bd26a48082b394f5c2,1,1736274959,50000
dffd050b649917f9fac8011cd88593916e721e0de5ae0e40a21d506b52f76803,1,53950000,50000
7d2db89df46e3a72a485b5f01bb02577904f7da7e42e5737bfa3818d482d8e30,1,33014800,50000
e3fedba931f168dc14d789585d2ccf021a9189404ae45cabbb658e297a07be14,1,3000000,100000
514e87865e70ff8b2ce9537dd5d836510b80d41e60ea728d03bbd639369c2935,1,29964800,50000
3a2216f21c4b0596f5d8ffa5855d8ab3f718355198ca8e1fc8d4983b5380c3a0,1,1000000,100000
acada3917fe341928f1e3decf9ac16cff92a0cbfc8ecdd26e245dd39d6a4ffcf,1,28914800,50000
70f618d14cbc7678931db2c65423a7724fc7608a37eaa9997b05661bcf99710f,1,53552613,50000
40ec6d42612d84ec5da051dceeeba3356d1bb1860d71735e992b41ead07cc157,1,30000000,100000
56f50c6f66ff7c6e8b7bebb9d416c7ac8ef85d144438322f7a78026aefa493b5,1,53552613,50000
6357c9ce9a8b8b8b5870c2dfbf9d22b4dc1909d7a266b2deb3086a83516e35c8,2,84232832,100000
920ad2a86b7cdc95a94fe42807caa47705edb1275f483db6c2aee78cb5efa736,1,21421045,50000
7bbd1baffea4a9c4f96f29ca2be1928d05d3911dbd6c27180c6d2679e2afbe19,1,20000000,100000
c5c30e75744b3f7fdb87e7b01df4330fcd198b68a2abb44bade365ffbd130d15,1,21421045,50000
34eefc3da8549c41aee654be1d09860b6a397c59c1111fb06f15fde4a8062d32,2,199660000,100000
91bdf9b0ae3b3c2d378f4a122afa77c07207cf91f0188054111d905c5712a9dc,1,8700878,50000
3d8da0f7c248c75d33ff9209df2c8dbff180abe7812da92a63af065c5ab333a6,1,448420000,50000
5cf846f9be58f6602a3f38ef6e58a7222693c7b214249333b53d6fbc300cf822,2,104232832,100000
f6e7822f69cfe8afa0bb17e3f488b9891dd8d9903a659d03a4f6909ca5e5215e,1,438750000,50000
1b971bef5cde8064c4f64a08565a2a5028be2474f355ff610b1ce49ad42d732f,1,378499853,50000
cba69c5a1385e690babf0d52ed8dbe62959b26b730c44489a386ace3150858b1,1,223981200,50000
6c600564a4788848a3eb48dd0bef7e1783ea8cb5b56a5219efdd223ebeba40e1,1,93115137,50000
9d088c5dea40b5fee30354262072395c59b67a57fbc03cb333445b403c56d559,1,1000000,100000
29b1d91fab69b3f3756554ec60c3258c099ab5c30cbc7fb5b0ac3d15ede2aa8c,1,8015392,50000
7d49df02e6600100e1cad925a03efa193f03d904a86cadde6ef928115b7f2d82,1,50000000,50000
c4c6b05d3ed1e79aed25fa9a78710169bdefdc68141455c8a30a957807dcf9e8,1,246676751,50000
64a375577a14e2b0097db8caee87026ecd7d4a58dcff2f24e7ea454d1902d903,1,57764665,50000
04cb100fd3a1ed678a4e550b556c3ec7a858feb51e207ba380813a7a46e7eca9,2,55460050,100000
112d7be31bac9896085ef4d3995703a0076368d745c4168f633f0e48dfe275c1,1,377244600,50000
3e11cef856da47c8226624adb1e1ce116ef68bffaf9dfccb8dcc7381452063b2,1,5000000,100000
842c65a77dcebf5af38347cf2a203371f8eb3dda34949e7da289f0eaf2f15a1f,1,4681478,50000
ecb161a5679c7d4d34d145e477a4728f8c82dea0cdf9f1206cf9d0a515bfa4b1,1,1000000,100000
809db22efcb72b304486013b8161742be07c24858dca9871eb7eb8b3ac3e58af,1,20527285,50000
0f6824e59b249ff5a17f9c7e1d092c1fe84e7649421b9ca20c3f2f258521ceb4,2,63018155,100000
644f26a001aba6826834b499b089a06bc83e9318ebcbc393c89276de8265ed55,1,20038480,50000
c1380c514f481ea1f7ebffecd5235024ef0c3a76ac5bdbeedaa41bb99d1187ea,1,10000000,100000
8fa0702543d3d97e95db9f019eb08a1f96d3ef8db7c53d57f30842ecad916cc7,1,20013480,50000
682dd92d866e7c5dfce060fb80da45286005b05f96f4815ebbcbf8d913e55b1f,1,2897836,50000
3d4b4c1d2603c845e6787ec514dbaaa15f1c2efae4ae34e74a2e8e9f7eb6ecac,1,14963480,50000
ff6f3fe9ae9535318a6439ec3bd17f9ae1628e6b9fb7af49e1b526bd236069f1,2,231871022,100000
023b8bc17718591045d4262190b09c31867689ff5d26f6c537c7d3029901cab9,1,50023136,50000
6212752ca5f0e0b635368eadb5047951026cf836e1122b14b094fc1484b5a616,1,5000000,100000
f85fc2f0c2e0a3824b8a999b05bdaa68acd17db7288426455c71ce674544fea6,1,44973136,50000
40f546e632147b112b926cec7e910e128804ce2e32c45f55f36df1d1f6f3a37a,1,12815083,50000
18546d0cc2b49441df7d8433191ddf26fb8e2a14a3ad4aa753d117123d178697,1,2280697,100000
9e475d7ecdb81f7ba9d4c0501f250a3241c96075d998f75372872be9062f602d,1,40026960,50000
b1eb7d24018284ddab6b91ae73f8a1efe91296c1516b18770bdcf1dec1a6a322,1,10000000,100000
b642b55bcd2c4a9c2667658747a973f5cbb3abb27a291dd6e8277024173d1bd1,1,29976960,50000
83ba828f34a927f2c1fb230753417148ed89bbefbc86e0dffc13f7313aaffebf,1,20000000,100000
5ed865bf799b5967517c99024d684cbb2a294d1b5f8b005e23e2849206c97742,1,37309942,50000
677d8d83720e2b23efe9c1b8efdfa2c75caf01839825f3a7fd18677505bbf556,2,164889971,100000
3319e16084a4c4f8b675e201532988eddfc724934562b7ed370096fd92741035,1,32880739,50000
5c37ff0ac0464983b76148b969ad11b177d3a89d22f80013c5606cefb298b276,1,1125000,100000
98c07ee107e3793bc58a8a2164b5d9449a34a84bfd9bc87b76b7c4376c7832ae,1,9785000,50000
d80d0804565740fdc61c62bb55fb89394f03a4c92588e50dca49eeb7813a9899,2,191450000,100000
e7c2c9a4b8ee8cbc3d2eb2eeca31267ef2f130c670a43f67ac713161a50afaed,1,3640000,50000
317f76689ab68a9be6873a5b5c055e4295b8550e290eece7c34f45f55298f5bf,1,22850000,50000
f3b7f5a15bff6c1f0a2b9ab97b8cd40b75ac52716b619b1245c9491a0b7c3ea3,1,10950000,50000
8fd1b50e42409cd185130f903971afcc4b75f5587f782fde56110ef3cafccc81,1,3296945,50000
50936bd5ca44f70b00f7d917c5f3a804324380451007bb496b775a32fb08c755,2,68542304,100000
9a49a2e91d70bdb3af741a4dd277bd62d78415b1d8a9863b73cb66b982d952ba,1,6067202,50000
b25175fd2658b98061033981c2dbb19b3ba390674ce3ce65991c70ac533646f3,1,1601807,100000
e4cf6e32e60bfdcde2a4f57a7486c48be746f325dad07e5694417e8c65057750,1,2142104,50000
8ef333d21a300012097ff8efa9146bf9d095dbf58620bb2d23763cd9ff0bc8d8,2,76364563,100000
9f81acd2420600bd9fdd45d64c35ea5c0c17710a840a0d1b2e275edb64c95b57,1,2557531,50000
1fe0f69ab9dc5643f2a13199cd7149a895ce909f83428ca5aba9ad191e424ba4,2,75413347,100000
