transaction_hash,num_unique_input_addresses,total_input,transaction_fee
982cc2d475d55bc7eac2c17e6d9af0be86d203527739a8adf9ca3421c086811c,1,400000000,0
56d2e4956e71b64feac36a67b633fbf5dcb0460499d594d976dc820911e61ae0,1,512785164,20000
de30b96e4e670e61eab0ccd942e598ea46dc577b0c8abc0379cfac80a20de53a,1,7876250000,50000
579436e376ab90b29651aac6bf7ea42305d91dfa749b0b27620e73234c3d1d80,1,9000000000,50000
2febe8c9981c7ac0454e088f3489fc82c4991c226bfb11f166782004b2113e12,1,12837916776,50000
1b72d92bc746c491561189325cf22ae1d697966da55bc7c44cbdd8e8335faa54,1,1234929395,0
f97bf974463453e080be5a4f68bf0a39b34d0ed16a8006de2e543cd92dc8cd52,1,198591199,0
ee38ee41d1f86b6ea525a605d63740e50ec369e65839588a3f4a817036d6855d,1,6670000000,50000
e433d35d59097d7de2efe719c860127fe8a22ff0ed8c89a76170f6a55dcfd9b1,2,11827000000,0
1332cde6bc3b71e1dead694205e14532f7f903a536c941d9345c68001aa574c4,1,762249233,0
311c1a837ab86c19333691ace2db52b316eeb2c74cff25e16f1a97864ad9e931,1,6486004780,50000
4fcca3a638adcca4126af217ef386aa76cf2ecacebabe6e9b27a4a3ecc2ba85a,1,361790000,0
a7e3e439686db9cdb5af7c8085ee41a2d58d576eca3a6cef297d57e86e1acd97,1,1114289978,50000
c5fb738c82dcbd99d5f407e363c5c30015bd0667315a632018e8cb69df2a72f9,3,2591104250,30000
8955517f5809c82ed0b25c345952d3ce4dc953de41d4eae3f82d5c9685501931,4,855250000,200000
1bddf2054520515e8654f5fafd988c176e2453ae951e5f2b63d77944b156cce7,1,500000000,0
8199b5fa464af09b5f41fba749795049c6869b59866a24a4f1c8812fcd8b92bb,1,799950000,50000
31fa5e876125a5d45e494d4d82f804a141a8f513392861835fa1b441da58bd07,2,101152381,0
acca30488e89d75a7481e5346f300d7106a779dc5a845c2f81770ec189d91788,3,1392759966,30000
13dc2fd7ccc0f0d43b915e49c360810a63c17b532855049ef5fe4f007b92a1ba,1,935333228,20000
49ce828048d8adc8cba927f401930c18a192f7bcb90c53e2e5275d179d63ef92,4,1474143518,50000
d5c73d1a8889981641e3ba9a614612960b73a31aae19f5fd964d3079362344fe,1,49500582,1000000
2df576a880d257aff10b98bec1047164681849d6a9ef701e3cb07af76c63df15,1,3343040000,0
de45ee1db8074862b98890fddd43fef4233df4111488f53f23b1eb59bb82cc97,2,1884614165,50000
f6a07560635a947fdabe5d4765e0d426196cf7ab8103529d018383626689426a,4,31481325477,50000
44c470fa45881f2f23aee8bcd2b953f1f1d72b12a54b28128c420f3e9e581f3a,5,10736418608,50000
785f2a6d9130d57a43665e315bb49d18a594ef55444f73270665c05f355c3d6c,2,668055062,50000
7e8fce9686572d8308d8c40fa3cb96fdbf96c0787c147d3159c893fd560aabc7,1,9814302082,3000000000
461c9408e38b9f8933abb585f9f88af7cd40787a74c3904d304ff5911e28f29e,4,6865842937,50000
3e95b5a6f92b92805936b92767dd81a3fa435970bd9199368db0ae6bc5297e82,8,18291146058,0
3d2f85231f049fe6521d9301407c261b96a8eb875baa4cfff894ba64b881845a,4,2242417822,50000
8afd90677704f4e04615f587304454411a10ef11b6b3f590bd565441ee3f9bbc,1,821708011,50000
1a1a691dd019dab38d948b536019d2d99d5364a93c6d2ba542199a8172f47f38,4,5786031697,50000
5da7a8df841bffd6068349ed3f430078e8de55ba4747d7115802ee4c821780ff,1,470319119,50000
33b9e2a9c6b26452e11c7e5b1d234af94e57f0228e2cc98240ff979f8a15a956,1,2695849618,50000
a14f950229512fd008b76ac7af82ec40f67fe6e352f9e3c563c1adc848c733a5,2,1907492059,50000
f7f4eea46e2790a76a07cd89a2d4373b9040e6f0eec03fee180f4b15caa20f9e,1,100000000,0
2072276039892b1801666898c12b716be37021839b50dc9e64be9abb79552ac3,1,989000000,30000
a4f1cd45c2d0a870f12dab61cbd13ac2fd433ce624cd6d9819c93b7ee2d29ecb,4,2146550809,50000
030d7a9953ecf65ac36ff3e4029030d6f6fbbb15e779ca1504e1ebbfc2f9b965,1,5492048000,0
266ca0adc363dfd94176d28e1acb2cbfdb307ed91ba5cf19c5278021833a8f37,1,99000000,100000
9ce6d5215e60c0411faf522e008b7e92b20ccdb95f48f8d0ac980bb3d2241bdd,1,500000000,50000
7a864bddf17366386027b51b0af47a892b49174665b2475f8ef0c6dfb0e51306,2,1001000000,200000
ab83cde4b48073c1e92d6a288a455a7c00e48d8cc14bf3d99c1594876dfedd91,2,201250000,200000
41941b7d1504b383cc7c743f9992f4aa3ded336bb79a9e638252c3f0bfbeee81,1,1000000000,100000
b34d4e3f6488afa40f66960938454f7c90f011e0fa5f53df0d46f43b2428324e,1,6525250000,50000
24e8fb9c12985d7e79fe517580644003fd69722f54505bc8c5ca70dd914599f7,4,4274095234,30000
1fcc8af4718485971a75ab4be452e5c329afa47b03e388b4bae243865d5be856,2,709436856,50000
01592ba6bfe6f1daa57a981e8dd47b40432cb54880db23fae411881b403abcc9,1,1544385106,0
4bafc2b82a3e5b0d252b51baa2af028598a03c8d39dc8c9d2b7140b82ca14ee2,2,41329668915,50000
a20243605de2ee110dea4ca94682934a49fa622cb953022e34b2ba36796a0888,1,569912439,30000
c0e077f82f3a8c1dc5d9821e7c3ad861f325419c3be5a76ae5cacc5013ffc9ae,4,3461583321,50000
684adf763df639113b1e7c428d1e4b451fd69d82873a00b0ece346931b815c22,2,3043889078,30000
bdfcb10374ea991249da02f64280bc22faa7374cf126ea9e6c1a6ce3f7daf00e,3,1081349423,50000
fc82dfe899c376efe216c68deae645cf8141e8ba15de6efdd40f063f19c082e3,2,519220507,50000
779ecd19843ea88525447b76d878feda790c5c6d59b0b524d084ab00ce5fefda,1,969453563,50000
8ada5f873552a97a9adc1d544b72768aa33c47ea4dc2960c65278fa06efefc12,1,1184000000,0
7f60d335e2d43971507c2512d8204354a5c81e3b69d128b7de6908660b84033e,1,1414000000,0
4e74fe9fc3f2458dd39e08475fb71a80301edd9ae77596a092b6067220d5c8c2,2,139599424,400000
ded23bff5999124eb222f6d480d0f0aa18bd4d5e5ca9faf2b84c1380b3cefbfd,1,2568780259,0
5ee2e8e9af3776b1cbfff99665f1ca2abd280cb32664b3fb863be2b4f6e4446d,4,6235432305,50000
6abd9e02da1e043b099608fc08f9d1a8b455cd520a900a2b80bf7cdc38e4ebb3,2,1271082948,30000
9d7f2c98522d12fe7b2b6e8276c1d6369473ab92c7cb0d2dbf4f1fdd06168d28,2,1123442089,50000
20a0ec3db5524c0891fa0a2fde72c395477c8aff3a3b7e232369585884532237,1,11016300000,50000
ab7cd0810cd8864203ecd8b2263e2ccbb7edd5913ae4a662dd660449ccae8234,1,614388000,50000
6d2096c1e3fb5572854510a719cb6196f5574cdfbbd28802f5bc1af20fb7bc4a,1,50036488,1000000
e08542216c00852f13e742014470b4de10f39ea3cc63308ddb2abf10a880ad09,1,489950000,50000
88fd887830ecfa7e36fd2fc6d76b3c461c4fe14476e3e14dae7149def08fe84d,2,173613697,0
bd101c7c233569a23720b9a99f7a7b5f57cb60002066a19b2b8574aaf48ea4de,1,490000000,50000
a53770beba3a0308aa8ce5fa449a4c9e192712c8b7b7b72a39bac490e894636d,4,1231129510,30000
6783e986b01ac09afcef42fb222f09e575833e7592fbcdcd7ab49783d833719f,1,99000000,1000000
e09d6101f011706c88196b0b9f8cd45567dbe3d881212bf8d639090593dee1fe,1,1801086544,500000
1a6e9c4cfc392f1ee45788059f1b09461da8a6043e1e9d50b56e52d78d0f1023,1,709605000,300000
31d3cd1960b72cf01bbca4afc945240500db2b3452983f366a97e47d9fb95d41,2,2757685,350000
cc15b71cbe29fc81537a9a5b7bb8156d1853c27dc86182a5d782cbfabe82174b,1,1407685,350000
dab36e6e8dc2e4da57baef980826d7202fc5895c79eaefc38f0917fa18525409,1,10919127,200000
898863f8c04b7f6b67068e6891842fe6569877ace2e7985e8d44e00cc0253187,1,10413581,200000
c4eed23c8a7f262d223d2604df6ecd3adc25b3e2f2cf66c42d557f62b2137aca,1,10413581,200000
e211eab2c76309664c7eca2142ba6e68701a3d666834fc6a6d58fe8391885836,1,4553356,200000
04b102602abbcd69928c6db3e537d806d4789818c9e4d1d33589b99945e31bfd,1,44090636,200000
5348dcfc330fe41b38a487f1030236ae45591f17c484d9944507379617819661,1,20509380,200000
47e1f60f8df605ebf422e0927c98d687b521091e789ac65f193c247311872e6c,1,10860225,200000
654636528d875b259cd16d00ceacaa627797f2fedeb470f343c7d1699f0df11a,1,5000000,200000
3968b73450bd9da6086104484f1a8cb4daf18780d600021f75ed0fcd70f5c10c,2,58900000,300000
34fcdb7581ee3affe409a41642218ca35c0d6b3d1fa7c6b4eed2423975275ace,1,17579168,183000
6b7524cb276c137d7752a588a8c2d37a7d7559a03443ca215ac95424b9414568,2,13397306,200000
db7ce026db51f58f0c961681eb16927d706f19f65a3df815e6755e09495263f4,1,300000000,100000
3f2c422b541a4aff20257b2a85bbb7f8fad59371d98ab0b2b220c828a284ffab,2,6637942,200000
77c15fb6b8881b378019f8bf0e9f39e3c574fdd5e911a4624e3df206ea04a637,1,150000000,100000
898edf742bdc722d11c1e6f8b92e5aec1cdd45c38aefa4ea3c9bb73e0ed0bc7b,1,313849924,100000
36a57fadd8c856ba8b6bc317e5849e4f7b11fed99599e3ff563c7c5784d975b5,1,21309799,100000
ed60ce988ac62070d2db911c33677ce260758e10b28ba156cb42c3a506c9e057,1,501300000,100000
eaf2bfb2c0fe583ea2216e9b760c0cec5b88a82e72132f6e76da705abeeea988,1,84188405,100000
8fc19a43b4a9f9e1c27d579cea59e3d2bf30ad8374450863d8de628d0b596b88,1,843281,100000
e7b81bb7180b4800a8fae322433ee5620a9e3bca09796ab693ea1ecd99aee98b,1,7828000,100000
15598beed02726a13be50684ee8b8262f39a0b32448047d99ec6f4ae6e39624c,1,118761061,100000
a80b12b50b4364f9484c1551c15cee70da0d930d68d2ad035f5fcf660d945a8d,1,1118266,100000
746adc8d2db51e587e7a7864755e8339bd06774417209e3aba5b300d2bfd76d3,1,1456162,100000
593b285b1e2f3104adcea6a64466456bdc3f8284668c6f7bb0ddd675dbbdc1e6,1,2814000,100000
6b308d85ceee84dbe5e06ae2971889edbcacad5ae5aaf940c22da10887c7c51c,1,260900000,100000
169ed996ceeadd600765e45ce2a54d6daabd94be854043d4ff6615c421873b1f,1,46750000,100000
dca1095008e23e8f8725a0cd194ff12d4a7ab5fd1674305c699a78431640804a,1,1118266,100000
1d91007f070d2459c62891545679aa7855db0d0c30bfbbd41c9df08f11316466,1,13456000,100000
6922ed55a34b786747320e81aadf4059f92fa3d8ea80c1fb77bb792176fe63ee,1,107105226,100000
e8656d77d09d93873a96a67a56949576808ea5b5a0dafccd7a7667002763d3b4,1,276200000,100000
ce8ffa14a4340a6f1325cb7f17ed7a735de8f751bfce3abf3d14506ed8a5079a,1,1503161466,100000
72a800d866107f9e1ad4ed7b440ccaf669f30eafad680f0fbdeb6c6e3e6a1dcc,1,4730000,100000
a274f4b1966eb2b8e824075d6c167740e4c7e1a156c2a59af84b6f675fac0f2c,1,15182909,100000
3e3028bfc9a16330f3805fb52d86c8b78721145a134f21d82733e27e628cc151,1,228183141,100000
70c64072e63ad4baafdce7f6bc6f2830f3ac6e7c8acc6df4a890ecef1d04d6d3,1,12191896,100000
5a1a909041ef038a5039d8c36d14a23cf53ae5c85ccf694d7dee5dc28c75cba9,1,19600000,100000
797e02957e5a5c1cb578cb9fcb0dd003b288398bf8c71ead7fbfb4678c192925,1,6640524,100000
1c88281a6aa42055473c22cc1c17cdde747d48ff71dd94d5be7542a4fcf9ab8e,1,2186568,100000
35d266e677a3699192a1bed5797195930ce17e38de7b024f3b0a9f12ff2bdba4,1,11091896,100000
9a8a945c1d6fdfe8fcf846292870b188b8a80c3a5c81d4cc3391de7bc10aaf5c,1,489800000,100000
5f45151b581e070a8a924289807d5eaec6e69d3bd9798cad93aa652211badb67,1,3000000,100000
70c86eed550c09e7b310c1c1a554444a07702c5c5a2140aaabe9e332a19a2ae6,1,243512998,100000
00fa622c161c1bff851b520ec8048a5213879543e3dcf3e1fb41c7b1b92b4685,1,13375653,100000
7f13ca7e2cc8bf83fb52f8bb15e0caa2b5e7bb50b67cdac525c2f466cd5dab17,1,4919240,100000
25edc469c8b3a0c47c7a48128378c8f0b05a96ce558b6ebcd22fe88737df08cb,1,4685000,100000
57799d7a1beb7b0adcbd1366592ebe141dbca2c7b6bd15cb6cb116ebbc901f41,1,2710000,100000
1a4e257c9216b9f89b9820a79dd0aff5519bc3a4d0b39cfa23b7c5d4b4bdb0d3,1,2505261,100000
ca1ce6079c791e82435220aca35ef56240cd426cca0ec9cf0eb28ae46a76af75,1,10710522,100000
ecf23349ade0ee002e95d3c43c1bf0b57dccf76e7f9e87777f30a3e23661494f,1,20509380,100000
c60c8533317d9179643568a381b13c6a6eaf36407b7fd0952de70e75d0039697,1,10505271,100000
e529f576dee66874c863d55f2f893a024b5d773a1248efb462b03a1b3fa685a7,1,10413581,100000
ba65dce0856fde85ae76c43390e6544a80e9905d952f8c0b6ba96232ec20e91d,1,4007696,100000
05f90d7b84b1bb85ffb695a513fc71c5e0a2302176c265e28edf76839a570f6c,1,3914000,100000
dbb6541730bf8f9886b5f011b922a6855ab0627fbead12e354468ea5c590b7bd,1,1000000,100000
faf26dc6edead63aa9d93ad0db2df7694eb351e9b09e7a6f2b85ca8f5a313014,1,1000000,100000
272ab373763968b04c55ca50428cba188231184c44a6ba87f0e8872d96d936da,1,1000000,100000
e0e4fe8706d70c705b9e1eb03db8121ff5f821dc015a109498709c6b753dc87f,1,872026,100000
72eec28ca93a7da7e2870ad5596cdc62561996c1c3ec50085583cf46da5887d6,1,4000000,100000
83f41b62215d121d6af2b3a2e09602f09a9a5d2b5ea70542a6229eee473da916,1,17500000,100000
25cefb0353dc0a730cc5a61b650126dac869582e754b3548ea6639bedd1db580,1,197453141,100000
b6d716b679b25d598b37b95643baf10433efe937a45f868d681a63112fcaeaa2,1,1000000,100000
e6adcd1447a1fb981c669d33e47d2a83f040bc1c5eb54722dcf872c27fc15323,1,210000000,100000
6734c73bf4ceaeb7f2bda9ab951a573c35894783081f320f4102e3d2e9813aa0,1,1000000,100000
db9fa2db6df4d33c3166b6e8287ea607cedc5df6b3d09718373796eb667f8e86,1,1000000,100000
975006feff282bdc317ea96d4caecd66be023f823dd35c7153e5ba670c747af6,3,71592126,200000
7272276ac3da438f8aeda00e549c6a88c0622d6ecf0433f0e49f77da3094f7f0,1,100735859,100000
3274fe9264f03b8eaa7879fa5cd812a4c63a4d2da356a48955f6d979de0c8137,1,9950000,100000
5f90ffefe1fad7f39d44b367843163b64ebe1c5ca29ee8331e70266d4eff21c1,1,10019240,100000
3eb6a2cb0a8ebd5a7762f49d31c56ec4cccc408b35b294faf260f24c179a76eb,1,4691760,100000
af68c41bf2296afebb8cc669cd0f2949794f0e2666f970eb79ab30e6e3bfc53b,1,4105261,100000
b4e4a3b66025bca16a999825a397e41c64a227ce6046d6d375dc9efac1a31a85,1,8836969,100000
21b728dd7a14deec58595790298b75665ea673c7d605c4b0e2fe912d2b4c3e29,1,4208080,100000
d0b8267edf7d73faaaceff6c97909efd7d752d0719e8375eaf805222d87e8d67,1,7828000,100000
e3d67a9bc1426237af3a6ef1025144796be884cf9ed3e3c9ce4915e2205dd26b,1,6728000,100000
92cc8813cc1276cad86a8276fe2d720624c62266fc81ef3a8b84e1148333985d,1,5000000,100000
f431b4b4f1b7fec7ba62a62964821bc64e2cacf8ad69c42a582cf82bffddf19e,1,2007066,100000
0a18d28272b3e54221a8c94d57d6260fd5f47c15046508e7302c80216726be29,1,1000000,100000
e0b472b30c921520047b5bce0c6a5146edb330bbb994aca5792e00a058fb23de,1,1000000,100000
4a3b02f37211b39653c3b5b6841e8d9fe20056432c2c787f4cd47a093705d34a,1,1000000,100000
94f8e6440bedd8948c5371b5cbc76186da559b3b6ab5fbca7ed774af842c89f3,1,1000000,100000
852ffe1ab723b6548d678ce3f28d7d23dc64b7bd1e1582b05ff8d6a3ae7f87e9,1,15143950,100000
a7279ea93888e30a911e4fd1436a9b151a62985158c27391ef09b60a0f41996c,1,5313581,100000
0b977cd49100cfc5e060eac577541ad03f2687bc3062488f30671dcfdf61ace4,3,7204268,200000
edaa1862bd54e808067ab98bff975710cbac929f1f7cbb75c1294e7004456a4b,1,10019240,100000
7a175417e1ec43e6a03c184af61a8042b6358b8892c69401c68f567a58820fea,1,13375653,100000
13bcacc4db2e69b18458091c966bae0b55ab72f2470b51fa78c476e4bca5c328,1,12008088,100000
f8f8aeec9b9a88ee60822fd68289f05ed2df70254201f66d7c8d2f9eb912eacf,1,1000000,100000
eec3fbe589378a016a5766797f4d999e3ec5cde4c2d8025e4d9f7a4150380efa,1,1000000,100000
19b73487083f720ef5d4c84573dfce5255100cf9bb0359884f66e81478a261ed,1,1889221,100000
4d17c33e751d887d9e537918fbf2ea32372fa4fd1165e57e8071517aad7215ef,1,3914000,100000
acba5aab5855da3fd442cefb750257b436b54c00dc0bd2fe59c240ded92bc4cb,1,2000000,100000
f45ef01a57fb8f10ee290b0d82e6fd15c506651a3d0274c2e01240b97dfdf3de,1,12220504,100000
0ba05c35ba05f2393d8973c51cdd1bcfae8b826b509703f3ccf5594d5d658dcc,1,8300000,100000
85287271416172ad69f36c7b89a1b6ac67f39bd8679ac324d0dc577e5a3159e7,1,30057720,60000
6f94f8b3a08370cb63d1b33480f14b3f4f73879167eb29e54cf3d9a50b0e7b70,1,7500000,100000
62a200d86faf8391fca1d4fe01b657ad4f371f4a0c7726951455157d8d499311,10,150500104,500000
73ede9c80d8ad314d904e7302586dee48fe841f292c5e037b490a60883f2bdf2,1,6004044,60000
9b60a25b83dd3f371cc54aeba95bcedb515463f4e56e3397af0ac2c7d5af5201,1,27306172,50000
360d64267ac9b891ef9e02286c1ac9eb1813727c67e37d44f410cb3f9ebf6c67,1,1146950000,50000
19a1123b7827c12d4c811df3b7c5183cdbef5d3a6de53197f00ad8978c0d1c59,15,10466848,600000
1d1f802cf37990b0806661b4c00d8e83253385b4117ef7e5e9ab8b6c52449ef9,2,2740256,200000
f14f1b0439e2d99d4ba42723da3b76b89bdc8c19cc67614c80b49ff634829195,3,5841272,200000
46985b34196c9f4d1e9e4b3c743a30397051fa2fc66016d742b8b654aa88bb7f,1,763288,100000
9bac81f202ad4126d5c0f06b250e6c26fec6ff5d7da2118b1dcf85d5a6d9e526,1,619708,100000
5ee6d73cc052a3a0ba39da7606f6c9c50a7a6ac119d673e8ab226bc19691607c,1,76067082,100000
4a05740f1de5dceccdc07013e0dc3c630d9a577ba3b19734a1fffe180f34fc95,1,308840000,100000
91afc9d6222d1ec821215dfc48c2e57dab03cae1139d056407c2254ef9ebf1f8,2,53875769,100000
b1e0e9239d61c5f83fa6289d2775d398cec17520074b53d85140b791e0f883f5,1,334043752,100000
a3fb85d7174e6ac0db4398fc8a5f0381cbe3d5a9b5027a58f264c02f0b90c987,2,339908592,100000
691338aaa9822313d281ca4f8d2b476717448190abde205289f86fbac1e00571,2,195802304,100000
04af0a7ddbd18cf63e21413d2bd9ba3862106efaec2dc6c2215e61cd40d0f676,2,834770658,100000
fb9fad68a29824ce06268f1d9dc66f95c80986a5bca6afb879f2268993a8f3f4,2,73571000,100000
7cf962dd676cb860d583ac9f1b62b7ccf45a4552b138f33d467036badac7dd4e,2,116097192,100000
9ec46201b074f8b44f6a23107aedb4eb4ca190e8ef216ecea4a41fb5331d8eaa,2,410358981,100000
b7bfe8f48c57f57c8f44dd86628cb95c48d1a15ec49cccc7581a3caf739dba22,2,56962466,100000
edb62d69d93f47e14804bb4a0734db655bd663af11900f05a370ce39677897b0,2,63653897,100000
2f373718ea08d5f54bf49b0d237e616e5f14b90f77dad32cdebd5ee865b13be6,2,2419459,100000
69422d88b4b595c6acaafcf186490c6724015cfbefcf57972a863e99bc22f8fc,1,1000000,100000
7d05fa2276b047dae3a281eca862edb48b44ac31cf48b22c98e5202f86f44d55,1,1722805,100000
3c10b160a06128bf3a3db97a818d724d73a475c76304219d5c2dbf813306bf87,2,631922343,100000
b5493f6b562aaa1baa1de5fd77e88356b60d08c605a1760eac8681616e7de2d7,2,136078250,100000
96a19c351a23d445e5b2ed1e5b1f2a254209a8d2c108d390ba5e55c95c912a2a,2,71647174,100000
ea7ba007c2ca1aa7475e3754f4bace6432e0e39362f3a903c87303f5183c7052,2,74173954,100000
2b44e53bc10bda7e1942e3d80fe973fc8e205848587b4464bce82fb0ef75e810,2,58550303,100000
3a94e8f24c5c0ae3865bb01ef6b7c401596c3b2441f9a83f9de9d5c78b41af0c,2,69867886,100000
74b6a39ea186b297faa012c0888cc70e6426ebd28030d3057c56bac85c5b16bb,1,10521289,100000
c2c7e9fa0c80a4217c83dccf9746ff32ec985795c36f0443c003dff6af858d2f,2,53194718,100000
5b650c3c2dafda6fb63a20e51a5728e6b51cd18cbc5be3f39596ad26e4d624e3,2,59456941,100000
f1f797c46304c35b34c2cf19910b6d0bb3392be0d91abd35f481510b687b7e17,1,1115285,100000
97262470f144702d02d74414f9fc1bbc8d43a8fd301ee42893fec86466e10f44,1,1000000,100000
b7d9788aa7912ae4621e3bc6c3a71582552b52c469a5ff525e0b7a54571e03e2,2,68372855,100000
d165254b5f9bbe67caeb9c183111c1ad1c14b1ec0c5e853a93b99cd904c5e57c,1,17573806,100000
3eab2bbfb3fd9facc02aec8bc142e94a704e880c2cd8f17305020d6c5b0c4fb7,1,3914000,100000
424a98fb6409e40caf390c4d18c192ddd3c0b97891bc93552bed0220df84db90,1,2814000,100000
25dab0ff6108bf21fd1f060573ebf990299a187d60475f2f807cd656d4bca3de,2,55977420,100000
46deaf70a2ae5979ae35c5778bb6fa152d467d73d791083992d46db96028fbd3,1,1158038000,100000
a697c989e441b2a576589a5ebbf1e1484ac80be06fba62372e86f094c778a14a,1,5400547773,100000
13010460b891649ffff0aea9a8c10f70714648051b1dc45de8e45f66ffdda71b,2,250381271,100000
690d82ff5d59437546e8abb52f8c2181321a3f80c9c2fd91e3b7f36c2c6a6d82,2,749657946,100000
bd0e9c706149d775794a825f965a051a8458d0bd249eaf6eee22550544ccd227,2,139426640,100000
6223482e40a3a40f7ee2e29eff8714d8160cdd14d361b43c93c73c6cbe4fa3cd,2,90278010,100000
d69e364831a3802e29a6b4e37a56cb7ca0ab24b5fc5ef4f24d9d374e2b89f3bb,2,134489156,100000
a60e7c1bf758d395eab260c9b774e7bbd128cc040f692fd7b3b4fe31f6b6bdde,2,123203608,100000
957374faa8f0e09a96645b1e1f3f2c9cc33331a58da98acc395cd5ac974ac210,1,5652948,100000
a5fcf58e2056b471602627d6c8018208e69d1277a7909a4ea9daf71f39b59e39,2,64051536,100000
10d730e9c21d6797eee7e3b5839cf3d764f172ab72c3486ef589452d3bb302f7,2,56625000,100000
748beeb434d10c974e2f0025aead1dcafdee9ac3fb5f27a66d538c61efeb168c,1,10706373,100000
60918cd6fb0739677e2486941ba783124de47c6a6b4abfda17b096f147c880e3,2,60451962,100000
3b25aa39067e872da5938dd794b9ce5f90335cbe824eac2928554f6bd336ee89,2,65597860,100000
ddb479b0da69e8f960cb65a647df7f7f1ac7b8ca20a12f3245a1f2c609f72d6f,1,412450000,50000
